pmid	title	journal	year	doi	oa_alex	oa_url	epmc_oa
35266524	PlasticDB: a database of microorganisms and proteins linked to plastic biodegradation.	Database : the journal of biological databases and curation	2022	10.1093/database/baac008	Y	https://academic.oup.com/database/article-pdf/doi/10.1093/database/baac008/42794560/baac008.pdf	
35421107	Isolation and optimization of extracellular PHB depolymerase producer Aeromonas caviae Kuk1-(34) for sustainable solid waste management of biodegradable polymers.	PloS one	2022	10.1371/journal.pone.0264207	Y	https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0264207&type=printable	
36125959	<i>In silico</i> identification of bacterial seaweed-degrading bioplastic producers.	Microbial genomics	2022	10.1099/mgen.0.000866	Y	https://doi.org/10.1099/mgen.0.000866	
36222314	Bioplastic degradation by a polyhydroxybutyrate depolymerase from a thermophilic soil bacterium.	Protein science : a publication of the Protein Society	2022	10.1002/pro.4470	Y	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pro.4470	
37311705	Poly(3-hydroxybutyrate) Degradation by <i>Bacillus infantis</i> sp. Isolated from Soil and Identification of <i>phaZ</i> and <i>bdhA</i> Expressing PHB Depolymerase.	Journal of microbiology and biotechnology	2023	10.4014/jmb.2303.03013	Y	https://www.jmb.or.kr/journal/download_pdf.php?doi=10.4014/jmb.2303.03013	
37639167	Purification and characterization of extracellular PHB depolymerase enzyme from Aeromonas caviae Kuk1-(34) and their biodegradation studies with polymer films.	Biodegradation	2024	10.1007/s10532-023-10051-4	N		
38272380	PHA is not just a bioplastic!	Biotechnology advances	2024	10.1016/j.biotechadv.2024.108320	N		
38278791	Microbial decomposition of biodegradable plastics on the deep-sea floor.	Nature communications	2024	10.1038/s41467-023-44368-8	Y	https://www.nature.com/articles/s41467-023-44368-8.pdf	
38969063	Elucidating regulation of polyhydroxyalkanoate metabolism in Ralstonia eutropha: Identification of transcriptional regulators from phasin and depolymerase genes.	The Journal of biological chemistry	2024	10.1016/j.jbc.2024.107523	Y	https://www.jbc.org/article/S0021-9258(24)02024-6/pdf	
39310033	Insights into the biodegradation of polyhydroxyalkanoates by the tropical marine isolate, &lt;i&gt;Nocardiopsis dassonvillei&lt;/i&gt; NCIM 5124.	3 Biotech	2024	10.1007/s13205-024-04079-3	Y	https://pmc.ncbi.nlm.nih.gov/articles/PMC11415560/	
3942778	Degradation of poly(3-hydroxybutyrate) by poly(3-hydroxybutyrate) depolymerase from Alcaligenes faecalis T1.	Biochimica et biophysica acta	1986	10.1016/0304-4165(86)90118-2	N		
39592048	Structural insight into the poly(3-hydroxybutyrate) hydrolysis by intracellular PHB depolymerase from Bacillus thuringiensis.	International journal of biological macromolecules	2025	10.1016/j.ijbiomac.2024.137999	N		
39827799	Metagenomic and metatranscriptomic analyses reveal uncharted microbial constituents responsible for polyhydroxybutyrate biodegradation in coastal waters.	Journal of hazardous materials	2025	10.1016/j.jhazmat.2025.137202	Y	https://doi.org/10.1016/j.jhazmat.2025.137202	
40066265	Biodegradation of polyhydroxyalkanoates: current state and future prospects.	Frontiers in microbiology	2025	10.3389/fmicb.2025.1542468	Y	https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2025.1542468/pdf	
40320445	Isolation of marine bacteria with potential for polyhydroxyalkanoate degradation and optimization for enzyme production.	Scientific reports	2025	10.1038/s41598-025-99034-4	Y	https://www.nature.com/articles/s41598-025-99034-4.pdf	
40392676	Microbial degradation of the artificial polyhydroxyalkanoate poly(2-hydroxybutyrate-co-3-hydroxybutyrate) with random and block sequences using soil bacteria.	Journal of applied microbiology	2025	10.1093/jambio/lxaf123	N		
40500476	Identification of an Extracellular Poly(3-hydroxybutyrate) Depolymerase in the Genus Alteromonas and Its Phylogenetic Distribution Among Alteromonas Species.	Marine biotechnology (New York, N.Y.)	2025	10.1007/s10126-025-10477-2	Y	https://hdl.handle.net/2115/97914	
40788578	Biodegradability of polyhydroxyalkanoate (PHA) biopolyesters in nature: a review.	Biodegradation	2025	10.1007/s10532-025-10164-y	Y	https://link.springer.com/content/pdf/10.1007/s10532-025-10164-y.pdf	
41055782	Revealing the essential role of the lid in mclPHA intracellular depolymerase from Pseudomonas putida KT2440.	Applied microbiology and biotechnology	2025	10.1007/s00253-025-13605-z	Y	https://link.springer.com/content/pdf/10.1007/s00253-025-13605-z.pdf	
41151231	Overexpression, biochemical characterization, and structural modeling of polyhydroxybutyrate depolymerase from Nocardiopsis dassonvillei.	Enzyme and microbial technology	2026	10.1016/j.enzmictec.2025.110767	N		
41173112	Functional characterization and domain shuffling of poly(3-hydroxybutyrate) depolymerases from Cupriavidus malaysiensis and Pseudomonas guguanensis for sustainable bioplastic degradation.	Bioresource technology	2026	10.1016/j.biortech.2025.133571	Y	https://doi.org/10.1016/j.biortech.2025.133571	
41176000	Tracking polyhydroxyalkanoate biosynthesis in thermophilic microorganisms.	International journal of biological macromolecules	2025	10.1016/j.ijbiomac.2025.148573	N		
41199521	Phasins PhbP2 and PhbP3 Are Involved in the Depolymerization of Polyhydroxybutyrate in Azotobacter vinelandii.	Journal of basic microbiology	2025	10.1002/jobm.70124	Y	https://doi.org/10.1002/jobm.70124	
41587207	PlasticEnz: An integrated database and screening tool combining homology and machine learning to identify plastic-degrading enzymes in meta-omics datasets.	PLoS computational biology	2026	10.1371/journal.pcbi.1013892	Y	https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1013892&type=printable	
41664065	Gene expression analysis reveals distinct PHB depolymerization mechanisms and broader involvement of the PHB cycle in Rhodospirillum rubrum growing on acetate and fructose.	Microbial cell factories	2026	10.1186/s12934-026-02946-7	Y	https://doi.org/10.1186/s12934-026-02946-7	
41702408	Study of Microbial Communities in the Soda Lake of Isabel Island: Identification of Polyhydroxybutyrate (PHB) Degrading Enzymes.	Environmental microbiology reports	2026	10.1111/1758-2229.70279	Y	https://doi.org/10.1111/1758-2229.70279	
42203387	Polyhydroxyalkanoates as ecological currencies across the microbial tree of life.	Advances in microbial physiology	2026	10.1016/bs.ampbs.2026.02.003	N		
6626560	An extracellular D(-)-3-hydroxybutyrate oligomer hydrolase from Alcaligenes faecalis.	Biochimica et biophysica acta	1983	10.1016/0167-4838(83)90310-2	N		
7285912	Purification and properties of D(-)-3-hydroxybutyrate-dimer hydrolase from Zoogloea ramigera I-16-M.	European journal of biochemistry	1981	10.1111/j.1432-1033.1981.tb05502.x	Y	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1432-1033.1981.tb05502.x	
7606660	Characterization of the extracellular poly(3-hydroxybutyrate) depolymerase of Comamonas sp. and of its structural gene.	Canadian journal of microbiology	1995	10.1139/m95-183	N		
7646009	Properties of poly(3-hydroxybutyrate) depolymerase from a marine bacterium, Alcaligenes faecalis AE122.	Applied and environmental microbiology	1995	10.1128/aem.61.5.1727-1730.1995	Y	https://aem.asm.org/content/aem/61/5/1727.full.pdf	
7836292	Biochemical and molecular characterization of the Pseudomonas lemoignei polyhydroxyalkanoate depolymerase system.	Journal of bacteriology	1995	10.1128/jb.177.3.596-607.1995	Y	https://www.ncbi.nlm.nih.gov/pmc/articles/176633	
8269961	Cloning and characterization of the poly(hydroxyalkanoic acid)-depolymerase gene locus, phaZ1, of Pseudomonas lemoignei and its gene product.	European journal of biochemistry	1993	10.1111/j.1432-1033.1993.tb18424.x	N		
8373740	Enzymatic degradation of poly(hydroxyalkanoates) by Pseudomonas pickettii.	International journal of biological macromolecules	1993	10.1016/0141-8130(93)90040-s	N		
8764515	Determination of the active sites serine of the poly (3-hydroxybutyrate) depolymerases of Pseudomonas lemoignei (PhaZ5) and of Alcaligenes faecalis.	FEMS microbiology letters	1996	10.1111/j.1574-6968.1996.tb08370.x	N		
8810505	Taxonomic identification of Streptomyces exfoliatus K10 and characterization of its poly(3-hydroxybutyrate) depolymerase gene.	FEMS microbiology letters	1996	10.1111/j.1574-6968.1996.tb08433.x	N		
8837471	Poly(3-hydroxybutyrate) depolymerases bind to their substrate by a C-terminal located substrate binding site.	FEMS microbiology letters	1996	10.1111/j.1574-6968.1996.tb08479.x	N		
8981982	Purification of an extracellular D-(-)-3-hydroxybutyrate oligomer hydrolase from Pseudomonas sp. strain A1 and cloning and sequencing of its gene.	Journal of bacteriology	1997	10.1128/jb.179.1.72-77.1997	Y	https://www.ncbi.nlm.nih.gov/pmc/articles/178663	
9008883	Biodegradation of polyhydroxyalkanoic acids.	Applied microbiology and biotechnology	1996	10.1007/s002530050844	N		
9177489	Cloning of poly(3-hydroxybutyrate) depolymerase from a marine bacterium, Alcaligenes faecalis AE122, and characterization of its gene product.	Biochimica et biophysica acta	1997	10.1016/s0167-4781(97)00011-0	N		
9258668	Megaplasmid and chromosomal loci for the PHB degradation pathway in Rhizobium (Sinorhizobium) meliloti.	Genetics	1997	10.1093/genetics/146.4.1211	Y	https://academic.oup.com/genetics/article-pdf/146/4/1211/35202324/genetics1211.pdf	
9297825	Cloning of the gene for poly(3-hydroxybutyric acid) depolymerase of Comamonas testosteroni and functional analysis of its substrate-binding domain.	FEMS microbiology letters	1997	10.1111/j.1574-6968.1997.tb12628.x	N		
9371441	Structure and function of poly(3-hydroxybutyrate) depolymerase from Alcaligenes faecalis T1.	Journal of bacteriology	1997	10.1128/jb.179.22.6965-6970.1997	Y	https://jb.asm.org/content/jb/179/22/6965.full.pdf	
9406404	Biochemical and molecular characterization of the polyhydroxybutyrate depolymerase of Comamonas acidovorans YM1609, isolated from freshwater.	Applied and environmental microbiology	1997	10.1128/aem.63.12.4844-4852.1997	Y	https://aem.asm.org/content/aem/63/12/4844.full.pdf	
9785454	A novel heat-stable lipolytic enzyme from Sulfolobus acidocaldarius DSM 639 displaying similarity to polyhydroxyalkanoate depolymerases.	FEMS microbiology letters	1998	10.1111/j.1574-6968.1998.tb13209.x	Y	https://academic.oup.com/femsle/article-pdf/167/1/69/19095861/167-1-69.pdf	
9872779	Cloning and characterization of the polyhydroxybutyrate depolymerase gene of Pseudomonas stutzeri and analysis of the function of substrate-binding domains.	Applied and environmental microbiology	1999	10.1128/aem.65.1.189-197.1999	Y	https://aem.asm.org/content/aem/65/1/189.full.pdf	
9921137	Polyhydroxybutyrate: plastic made and degraded by microorganisms.	Reviews of environmental contamination and toxicology	1999	10.1007/978-1-4612-1496-0_1	N		
9922248	Poly-3-hydroxybutyrate degradation in Rhizobium (Sinorhizobium) meliloti: isolation and characterization of a gene encoding 3-hydroxybutyrate dehydrogenase.	Journal of bacteriology	1999	10.1128/jb.181.3.849-857.1999	Y	https://jb.asm.org/content/jb/181/3/849.full.pdf	
